t_ms,ax,ay,az,emg_env,emg_raw
116926,0.20964,0.49635,0.82518,0.3296,0.6938
116941,0.22362,0.47789,0.83693,0.1869,0.1184
116958,0.22047,0.48429,0.82622,0.0,0.0
116974,0.22062,0.48415,0.81864,0.0,0.6116
116990,0.23077,0.47289,0.82261,0.12,0.9694
117006,0.2321,0.4735,0.81796,0.332,0.7156
117021,0.22713,0.47975,0.81804,0.199,0.12
117038,0.22523,0.48413,0.81377,0.0,0.0
117054,0.22575,0.48129,0.82102,0.0,0.6229
117070,0.22509,0.48536,0.82949,0.1249,0.971
117086,0.22485,0.51635,0.83104,0.3288,0.743
117102,0.24478,0.29386,0.80108,0.2377,0.1893
117118,0.22292,0.49525,0.79753,0.0,0.0
117134,0.21831,0.55684,0.87229,0.0,0.5472
117150,0.26178,0.3855,0.80342,0.0701,0.9396
117166,0.21277,0.5419,0.82249,0.328,0.8462
117183,0.21516,0.50094,0.78394,0.2635,0.2409
117199,0.22542,0.46862,0.83866,0.0169,0.0
117215,0.23186,0.42391,0.97081,0.0,0.436
117231,0.2261,0.50813,0.76843,0.0185,0.905
117247,0.22155,0.48743,0.8149,0.2667,0.913
117263,0.24066,0.4932,0.80874,0.2804,0.3078
117279,0.22336,0.50229,0.79772,0.0363,0.0
117295,0.23358,0.54356,0.76054,0.0,0.2828
117311,0.22374,0.51307,0.78304,0.0,0.855
117328,0.23183,0.46563,0.83028,0.2361,0.9396
117344,0.2235,0.4729,0.8042,0.3022,0.3827
117360,0.22904,0.44641,0.81404,0.0548,0.0
117376,0.25365,0.35788,0.84904,0.0,0.141
117392,0.21364,0.40353,0.93426,0.0,0.7792
117408,0.20089,0.42103,0.93585,0.1772,0.9469
117424,0.23085,0.49739,0.80482,0.2804,0.4505
117440,0.24723,0.50443,0.79671,0.1345,0.05
117456,0.23405,0.51197,0.79675,0.0,0.0161
117473,0.21334,0.48871,0.85408,0.0,0.7406
117489,0.18952,0.59363,0.82109,0.1354,0.9872
117505,0.27037,0.58351,0.80769,0.2869,0.5915
117521,0.26137,0.63647,0.69486,0.1781,0.1104
117537,0.15512,0.69268,0.64743,0.0,0.0
117553,0.19633,0.70424,0.65864,0.0,0.6874
117569,0.24984,0.73959,0.52239,0.1176,1.0226
117585,0.39513,0.67496,0.52237,0.307,0.7325
117601,0.2421,0.70115,0.56512,0.2103,0.1708
117618,0.24618,0.73791,0.62796,0.0,0.0
117634,0.25356,0.80909,0.57451,0.0,0.6479
117650,0.24769,0.97435,0.41233,0.0991,1.1129
117666,0.30016,0.99346,0.47033,0.3167,0.9259
117682,0.36367,0.80276,0.50195,0.2514,0.2297
117698,0.28535,0.85535,0.24034,0.0129,0.0
117714,0.25895,0.90065,0.20947,0.0,0.5633
117730,0.13879,0.88575,0.18228,0.0443,1.0137
117746,0.04001,0.78848,0.19895,0.2869,0.9783
117763,0.24329,0.8418,0.14949,0.2925,0.278
117779,0.18341,0.92889,0.17825,0.0459,0.0
117795,0.18597,0.97688,0.30992,0.0,0.3924
117811,0.23153,1.03769,0.36111,0.0137,1.0081
117827,0.28997,0.97931,0.28713,0.2667,1.0758
117843,0.27804,0.95795,0.28072,0.3143,0.4085
117859,0.29208,0.9471,0.29028,0.0661,0.0
117875,0.28911,0.93118,0.18219,0.0,0.2724
117891,0.3975,0.95484,0.10936,0.0048,0.9759
117907,0.38705,0.86441,0.25615,0.2152,1.1064
117924,0.38745,0.80215,0.5325,0.3239,0.4376
117940,0.37467,0.80073,0.2888,0.1273,0.0073
117956,0.35926,0.86124,0.33557,0.0,0.1233
117972,0.47167,0.89687,0.31211,0.0,0.9404
117988,0.47329,0.87924,0.27877,0.1918,1.1548
118004,0.44946,0.85661,0.39644,0.3255,0.6503
118020,0.404,0.86819,0.39088,0.2297,0.079
118036,0.41481,0.86861,0.36686,0.0,0.0
118052,0.46975,0.82552,0.34327,0.0,0.8389
118069,0.43159,0.80331,0.32285,0.199,1.1218
118085,0.46148,0.77236,0.29705,0.3715,0.7647
118101,0.33816,0.76283,0.27125,0.3078,0.1523
118117,0.4386,0.72777,0.33629,0.0081,0.0
118133,0.38813,0.72338,0.27739,0.0024,0.4593
118150,0.371,0.76095,0.19289,0.112,0.9517
118166,0.41336,0.78659,0.17748,0.3505,0.9662
118183,0.47368,0.80432,0.2174,0.3666,0.3586
118199,0.46005,0.81091,0.29742,0.12,0.0
118215,0.47473,0.84126,0.24359,0.0,0.3022
118231,0.47313,0.82406,0.25711,0.0701,0.9275
118247,0.40924,0.77925,0.31868,0.303,1.0307
118263,0.39704,0.78983,0.34002,0.3699,0.4287
118279,0.39632,0.78489,0.30785,0.1265,0.0
118295,0.41672,0.76868,0.25,0.0,0.1499
118311,0.43785,0.77455,0.19162,0.0105,0.847
118327,0.47921,0.78376,0.18237,0.2144,1.0484
118344,0.50983,0.82587,0.21506,0.3425,0.5262
118360,0.51945,0.8424,0.29615,0.1869,0.0604
118376,0.5285,0.8905,0.34404,0.0,0.0
118392,0.56318,0.8615,0.39898,0.0,0.7913
118408,0.54984,0.85371,0.39302,0.1829,1.1129
118424,0.52792,0.80368,0.38446,0.3312,0.6858
118440,0.50505,0.75973,0.33389,0.2168,0.1249
118456,0.49485,0.75604,0.30744,0.0,0.0
