t_ms,ax,ay,az,emg_env,emg_raw
14056,-0.1255,0.0847,0.9625,0.0,0.0
14072,-0.1248,0.0819,0.9593,0.0,0.1136
14088,-0.1258,0.0799,0.9698,0.0,0.4714
14104,-0.1254,0.0819,0.9741,0.0,0.5069
14120,-0.1241,0.0789,0.9603,0.0,0.1926
14137,-0.1258,0.078,0.9731,0.0,0.0137
14153,-0.1253,0.0771,0.9617,0.0,0.0234
14168,-0.1267,0.0798,0.9639,0.0,0.4593
14184,-0.1252,0.0745,0.9668,0.0,0.5262
14201,-0.1262,0.0761,0.9653,0.0,0.2232
14217,-0.126,0.078,0.9653,0.0,0.0218
14233,-0.1265,0.0792,0.9759,0.0,0.0105
14249,-0.1273,0.0801,0.9678,0.0,0.4199
14265,-0.1257,0.0808,0.9661,0.0,0.5488
14282,-0.1249,0.077,0.9694,0.0,0.3263
14298,-0.1259,0.0794,0.9637,0.0,0.0387
14313,-0.1253,0.0784,0.9638,0.0,0.0
14329,-0.1266,0.0793,0.9614,0.0,0.4053
14346,-0.1268,0.083,0.9699,0.0,0.5609
14362,-0.1253,0.077,0.9739,0.0,0.3707
14378,-0.1255,0.0782,0.9683,0.0,0.0475
14394,-0.1254,0.0819,0.9594,0.0,0.0
14410,-0.1257,0.0785,0.959,0.0,0.3521
14427,-0.1255,0.0791,0.9642,0.0,0.5609
14443,-0.1251,0.0792,0.9644,0.0,0.4529
14458,-0.1261,0.078,0.964,0.0,0.062
14474,-0.1265,0.0788,0.9658,0.0,0.0
14491,-0.1265,0.0785,0.9647,0.0,0.3328
14507,-0.1246,0.0828,0.9735,0.0,0.5206
14524,-0.1278,0.082,0.9596,0.0,0.5407
14540,-0.1249,0.0922,0.9853,0.0,0.1781
14557,-0.1302,0.0689,0.9913,0.0,0.0016
14573,-0.1289,0.0826,0.9651,0.0,0.058
14589,-0.1221,0.0691,0.9592,0.0,0.4811
14605,-0.1266,0.0878,0.9691,0.0,0.5826
14621,-0.1267,0.0799,0.9888,0.0,0.2812
14637,-0.1257,0.0805,0.9381,0.0,0.0314
14654,-0.1237,0.0686,0.982,0.0,0.0
14670,-0.1275,0.0756,0.9834,0.0,0.4279
14685,-0.1247,0.0854,0.9722,0.0,0.5971
14702,-0.1244,0.076,0.9672,0.0,0.3247
14718,-0.1251,0.0806,0.958,0.0,0.0403
14734,-0.1205,0.0677,0.9538,0.0,0.0
14750,-0.1229,0.0918,0.9827,0.0,0.4182
14766,-0.1262,0.0802,0.971,0.0,0.6254
14782,-0.1259,0.0825,0.9631,0.0,0.4553
14799,-0.1259,0.0777,0.9651,0.0,0.0717
14815,-0.1249,0.0812,0.9639,0.0,0.0
14831,-0.1241,0.0787,0.966,0.0,0.3707
14847,-0.1266,0.0859,0.9933,0.0,0.6697
14863,-0.1226,0.1125,0.9269,0.0,0.5762
14879,-0.1272,0.0909,0.9353,0.0,0.112
14896,-0.1319,0.0751,0.9947,0.0012,0.0
14912,-0.1249,0.0747,0.9582,0.0,0.2321
14927,-0.1234,0.0756,0.9606,0.0,0.6858
14944,-0.1259,0.0795,0.9674,0.0,0.6181
14960,-0.1256,0.0791,0.9665,0.0,0.1281
14975,-0.1261,0.0704,0.9663,0.0,0.0
14991,-0.1209,0.0685,0.936,0.0,0.2941
15008,-0.1311,0.0548,0.9716,0.0,0.689
15024,-0.124,0.0819,0.9655,0.0,0.656
15040,-0.1266,0.0715,0.9608,0.0,0.1515
15056,-0.1321,0.0955,1.0098,0.0,0.0
15072,-0.1246,0.0807,0.995,0.0,0.1442
15088,-0.1262,0.0857,0.9444,0.0,0.6519
15105,-0.1332,0.0787,0.9715,0.0,0.7212
15121,-0.129,0.0837,0.952,0.0,0.2627
15137,-0.1221,0.0922,0.9465,0.0,0.0089
15153,-0.1269,0.0843,0.9662,0.0,0.0137
15169,-0.1239,0.086,0.9607,0.0,0.5971
